source,year,main_item,item,amount_thousand_try
expense_detail,2018,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,26405223.0
expense_detail,2018,4. Cari Transferler,4. Cari Transferler,299398527.0
expense_detail,2018,4. Cari Transferler,KİT Görevlendirme Giderleri,2106487.0
expense_detail,2018,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,2649419.0
expense_detail,2018,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,53150166.0
expense_detail,2018,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),7694777.0
expense_detail,2018,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),9808921.0
expense_detail,2018,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),34045400.0
expense_detail,2018,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,14514042.0
expense_detail,2018,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,4000000.0
expense_detail,2018,4. Cari Transferler,g) Sosyal Amaçlı Transferler,14023865.0
expense_detail,2018,4. Cari Transferler,-Büyükşehir Belediyelerine,29791984.0
expense_detail,2018,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,26706295.0
expense_detail,2018,4. Cari Transferler,-Diğer Belediyelere,8891890.0
expense_detail,2018,5. Sermaye Giderleri,5. Sermaye Giderleri,68794000.0
expense_detail,2018,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,45507238.0
expense_detail,2018,6. Sermaye Transferleri,6. Sermaye Transferleri,15323723.0
expense_detail,2018,7. Borç Verme,7. Borç Verme,20230859.0
expense_detail,2018,7. Borç Verme,Öğrenim ve Harç Kredisi,7209000.0
expense_detail,2018,8. Yedek Ödenekler,8. Yedek Ödenekler,7318005.0
expense_detail,2018,8. Yedek Ödenekler,Yedek Ödenek,2883442.0
expense_detail,2018,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,1000000.0
expense_detail,2018,B. Faiz Giderleri,B. Faiz Giderleri,71700000.0
expense_detail,2018,B. Faiz Giderleri,-Tahvil Faizi,49850000.0
expense_detail,2018,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,16023000.0
expense_detail,2018,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,2327000.0
ministries,2018,Genel Bütçeli İdareler,Cumhurbaşkanlığı,845365.0
ministries,2018,Genel Bütçeli İdareler,Milli İstihbarat Teşkilatı Başkanlığı,2335535.0
ministries,2018,Genel Bütçeli İdareler,Milli Saraylar İdaresi Başkanlığı,0.0
ministries,2018,Genel Bütçeli İdareler,Strateji ve Bütçe Başkanlığı,0.0
ministries,2018,Genel Bütçeli İdareler,İletişim Başkanlığı,0.0
ministries,2018,Genel Bütçeli İdareler,TBMM,1255124.0
ministries,2018,Genel Bütçeli İdareler,Anayasa Mahkemesi,68448.0
ministries,2018,Genel Bütçeli İdareler,Yargıtay,460437.0
ministries,2018,Genel Bütçeli İdareler,Danıştay,148972.0
ministries,2018,Genel Bütçeli İdareler,Sayıştay,276701.0
ministries,2018,Genel Bütçeli İdareler,Başbakanlık,1610543.0
ministries,2018,Genel Bütçeli İdareler,Milli Güvenlik Kurulu Genel Sekreterliği,29158.0
ministries,2018,Genel Bütçeli İdareler,Basın Yayın ve Enformasyon Genel Müdürlüğü,315069.0
ministries,2018,Genel Bütçeli İdareler,Hazine Müsteşarlığı,97893775.0
ministries,2018,Genel Bütçeli İdareler,Diyanet İşleri Başkanlığı,7774183.0
ministries,2018,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,2265864.0
ministries,2018,Genel Bütçeli İdareler,Adalet Bakanlığı,13714405.0
ministries,2018,Genel Bütçeli İdareler,Milli Savunma Bakanlığı,40402239.0
ministries,2018,Genel Bütçeli İdareler,İçişleri Bakanlığı,7300918.0
ministries,2018,Genel Bütçeli İdareler,Jandarma Genel Komutanlığı,13311208.0
ministries,2018,Genel Bütçeli İdareler,Emniyet Genel Müdürlüğü,27792655.0
ministries,2018,Genel Bütçeli İdareler,Sahil Güvenlik Komutanlığı,682700.0
ministries,2018,Genel Bütçeli İdareler,Kamu Düzeni ve Güvenliği Müsteşarlığı,18373.0
ministries,2018,Genel Bütçeli İdareler,Göç İdaresi Genel Müdürlüğü,430326.0
ministries,2018,Genel Bütçeli İdareler,Dışişleri Bakanlığı,3310380.0
ministries,2018,Genel Bütçeli İdareler,Maliye Bakanlığı,203779785.0
ministries,2018,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,3221518.0
ministries,2018,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,92528652.0
ministries,2018,Genel Bütçeli İdareler,Sağlık Bakanlığı,37571386.0
ministries,2018,Genel Bütçeli İdareler,Çalışma ve Sosyal Güvenlik Bakanlığı,59738565.0
ministries,2018,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,31978.0
ministries,2018,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,2386508.0
ministries,2018,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,3997003.0
ministries,2018,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,64966.0
ministries,2018,Genel Bütçeli İdareler,Aile ve Sosyal Politikalar Bakanlığı,26690506.0
ministries,2018,Genel Bütçeli İdareler,Avrupa Birliği Bakanlığı,346861.0
ministries,2018,Genel Bütçeli İdareler,"Bilim, Sanayi ve Teknoloji Bakanlığı",5793391.0
ministries,2018,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,1922753.0
ministries,2018,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,987240.0
ministries,2018,Genel Bütçeli İdareler,Ekonomi Bakanlığı,4413914.0
ministries,2018,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,14111212.0
ministries,2018,Genel Bütçeli İdareler,"Gıda, Tarım ve Hayvancılık Bakanlığı",21676673.0
ministries,2018,Genel Bütçeli İdareler,Gümrük ve Ticaret Bakanlığı,1238558.0
ministries,2018,Genel Bütçeli İdareler,Kalkınma Bakanlığı,1764378.0
ministries,2018,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu Başkanlığı,392171.0
ministries,2018,Genel Bütçeli İdareler,Orman ve Su İşleri Bakanlığı,14723756.0
ministries,2018,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,337477.0
ministries,2018,Genel Bütçeli İdareler,"Ulaştırma, Denizcilik ve Haberleşme Bakanlığı",31338036.0
balance,2019,Harcamalar,Harcamalar,960975683.0
balance,2019,Harcamalar,1-Faiz Hariç Harcama,843658683.0
balance,2019,Harcamalar,Personel Giderleri,247302546.0
balance,2019,Harcamalar,Sosyal Güv.Kur. Devlet Primi,43375018.0
balance,2019,Harcamalar,Mal ve Hizmet Alımları,67550825.0
balance,2019,Harcamalar,Cari Transferler,391337230.0
balance,2019,Harcamalar,Sermaye Giderleri,54432026.0
balance,2019,Harcamalar,Sermaye Transferleri,10045697.0
balance,2019,Harcamalar,Borç Verme,21749451.0
balance,2019,Harcamalar,Yedek Ödenekler,7865890.0
balance,2019,Harcamalar,2-Faiz Harcamaları,117317000.0
balance,2019,Gelirler,Gelirler,880359379.0
balance,2019,Gelirler,1-Genel Bütçe Gelirleri,862759188.0
balance,2019,Gelirler,Vergi Gelirleri,756494735.0
balance,2019,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,33977562.0
balance,2019,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,3430610.0
balance,2019,Gelirler,"Faizler, Paylar ve Cezalar",54584379.0
balance,2019,Gelirler,Sermaye Gelirleri,13513460.0
balance,2019,Gelirler,Alacaklardan Tahsilat,758442.0
balance,2019,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,11179800.0
balance,2019,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,6420391.0
balance,2019,Denge,Bütçe Dengesi,-80616304.0
balance,2019,Denge,Faiz Dışı Denge,36700696.0
expense_detail,2019,1. Personel Giderleri,1. Personel Giderleri,247302546.0
expense_detail,2019,1. Personel Giderleri,Memurlar,200087282.0
expense_detail,2019,1. Personel Giderleri,İşçiler,18535797.0
expense_detail,2019,1. Personel Giderleri,Sözleşmeli Personel,20467850.0
expense_detail,2019,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,43375018.0
expense_detail,2019,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,67550825.0
expense_detail,2019,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,25271379.0
expense_detail,2019,4. Cari Transferler,4. Cari Transferler,391337230.0
expense_detail,2019,4. Cari Transferler,KİT Görevlendirme Giderleri,1749597.0
expense_detail,2019,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,3393029.0
expense_detail,2019,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,66191681.0
expense_detail,2019,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),29680246.0
expense_detail,2019,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),12602029.0
expense_detail,2019,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),47697718.0
expense_detail,2019,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,16072290.0
expense_detail,2019,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,4100000.0
expense_detail,2019,4. Cari Transferler,g) Sosyal Amaçlı Transferler,20584837.0
expense_detail,2019,4. Cari Transferler,-Büyükşehir Belediyelerine,39171706.0
expense_detail,2019,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,33546904.0
expense_detail,2019,4. Cari Transferler,-Diğer Belediyelere,11182301.0
expense_detail,2019,5. Sermaye Giderleri,5. Sermaye Giderleri,54432026.0
expense_detail,2019,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,39666990.0
expense_detail,2019,6. Sermaye Transferleri,6. Sermaye Transferleri,10045697.0
expense_detail,2019,7. Borç Verme,7. Borç Verme,21749451.0
expense_detail,2019,7. Borç Verme,Öğrenim ve Harç Kredisi,6740000.0
expense_detail,2019,8. Yedek Ödenekler,8. Yedek Ödenekler,7865890.0
expense_detail,2019,8. Yedek Ödenekler,Yedek Ödenek,3353443.0
expense_detail,2019,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,600000.0
expense_detail,2019,B. Faiz Giderleri,B. Faiz Giderleri,117317000.0
expense_detail,2019,B. Faiz Giderleri,-Tahvil Faizi,83105290.0
expense_detail,2019,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,23470000.0
expense_detail,2019,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,3210860.0
ministries,2019,Genel Bütçeli İdareler,Cumhurbaşkanlığı,2818899.0
ministries,2019,Genel Bütçeli İdareler,Milli İstihbarat Teşkilatı Başkanlığı,2157761.0
ministries,2019,Genel Bütçeli İdareler,Milli Güvenlik Kurulu Genel Sekreterliği,32341.0
ministries,2019,Genel Bütçeli İdareler,Diyanet İşleri Başkanlığı,10445979.0
ministries,2019,Genel Bütçeli İdareler,Devlet Arşivleri Başkanlığı,91211.0
ministries,2019,Genel Bütçeli İdareler,Milli Saraylar İdaresi Başkanlığı,120527.0
ministries,2019,Genel Bütçeli İdareler,Strateji ve Bütçe Başkanlığı,260584.0
ministries,2019,Genel Bütçeli İdareler,İletişim Başkanlığı,344531.0
ministries,2019,Genel Bütçeli İdareler,Türkiye Büyük Millet Meclisi,1816197.0
ministries,2019,Genel Bütçeli İdareler,Anayasa Mahkemesi,69959.0
ministries,2019,Genel Bütçeli İdareler,Yargıtay,595593.0
ministries,2019,Genel Bütçeli İdareler,Danıştay,182320.0
ministries,2019,Genel Bütçeli İdareler,Sayıştay,367378.0
ministries,2019,Genel Bütçeli İdareler,Adalet Bakanlığı,18035989.0
ministries,2019,Genel Bütçeli İdareler,Milli Savunma Bakanlığı,46462303.0
ministries,2019,Genel Bütçeli İdareler,İçişleri Bakanlığı,8572166.0
ministries,2019,Genel Bütçeli İdareler,Jandarma Genel Komutanlığı,19604133.0
ministries,2019,Genel Bütçeli İdareler,Emniyet Genel Müdürlüğü,33676247.0
ministries,2019,Genel Bütçeli İdareler,Sahil Güvenlik Komutanlığı,869313.0
ministries,2019,Genel Bütçeli İdareler,Göç İdaresi Genel Müdürlüğü,2307541.0
ministries,2019,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,1406671.0
ministries,2019,Genel Bütçeli İdareler,Dışişleri Bakanlığı,4635760.0
ministries,2019,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,560728.0
ministries,2019,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,419857267.0
ministries,2019,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,3770394.0
ministries,2019,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,408907.0
ministries,2019,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,113813013.0
ministries,2019,Genel Bütçeli İdareler,Sağlık Bakanlığı,48437276.0
ministries,2019,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,2863608.0
ministries,2019,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,5664701.0
ministries,2019,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,76849.0
ministries,2019,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",103091801.0
ministries,2019,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,36020.0
ministries,2019,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,7784793.0
ministries,2019,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,2573286.0
ministries,2019,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,1113861.0
ministries,2019,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,16474681.0
ministries,2019,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,33743778.0
ministries,2019,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,416750.0
ministries,2019,Genel Bütçeli İdareler,Ticaret Bakanlığı,5693573.0
ministries,2019,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,27770926.0
balance,2020,Harcamalar,Harcamalar,1095461069.0
balance,2020,Harcamalar,1-Faiz Hariç Harcama,956521069.0
balance,2020,Harcamalar,Personel Giderleri,282488235.0
balance,2020,Harcamalar,Sosyal Güv.Kur. Devlet Primi,48119765.0
balance,2020,Harcamalar,Mal ve Hizmet Alımları,75549737.0
balance,2020,Harcamalar,Cari Transferler,451121600.0
balance,2020,Harcamalar,Sermaye Giderleri,56607207.0
balance,2020,Harcamalar,Sermaye Transferleri,6783820.0
balance,2020,Harcamalar,Borç Verme,27087162.0
balance,2020,Harcamalar,Yedek Ödenekler,8763543.0
balance,2020,Harcamalar,2-Faiz Harcamaları,138940000.0
balance,2020,Gelirler,Gelirler,956587613.0
balance,2020,Gelirler,1-Genel Bütçe Gelirleri,936635045.0
balance,2020,Gelirler,Vergi Gelirleri,784601816.0
balance,2020,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,64330972.0
balance,2020,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,11042648.0
balance,2020,Gelirler,"Faizler, Paylar ve Cezalar",62152069.0
balance,2020,Gelirler,Sermaye Gelirleri,13593677.0
balance,2020,Gelirler,Alacaklardan Tahsilat,913863.0
balance,2020,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,12464193.0
balance,2020,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,7488375.0
balance,2020,Denge,Bütçe Dengesi,-138873456.0
balance,2020,Denge,Faiz Dışı Denge,66544.0
expense_detail,2020,1. Personel Giderleri,1. Personel Giderleri,282488235.0
expense_detail,2020,1. Personel Giderleri,Memurlar,225739441.0
expense_detail,2020,1. Personel Giderleri,İşçiler,19645037.0
expense_detail,2020,1. Personel Giderleri,Sözleşmeli Personel,27149682.0
expense_detail,2020,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,48119765.0
expense_detail,2020,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,75549737.0
expense_detail,2020,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,26489438.0
expense_detail,2020,4. Cari Transferler,4. Cari Transferler,451121600.0
expense_detail,2020,4. Cari Transferler,KİT Görevlendirme Giderleri,1748157.0
expense_detail,2020,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,4171574.0
expense_detail,2020,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,77359137.0
expense_detail,2020,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),34654931.0
expense_detail,2020,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),14561048.0
expense_detail,2020,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),50101764.0
expense_detail,2020,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,21968822.0
expense_detail,2020,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,5100000.0
expense_detail,2020,4. Cari Transferler,g) Sosyal Amaçlı Transferler,23324628.0
expense_detail,2020,4. Cari Transferler,-Büyükşehir Belediyelerine,40384531.0
expense_detail,2020,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,34838297.0
expense_detail,2020,4. Cari Transferler,-Diğer Belediyelere,11612766.0
expense_detail,2020,5. Sermaye Giderleri,5. Sermaye Giderleri,56607207.0
expense_detail,2020,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,41510873.0
expense_detail,2020,6. Sermaye Transferleri,6. Sermaye Transferleri,6783820.0
expense_detail,2020,7. Borç Verme,7. Borç Verme,27087162.0
expense_detail,2020,7. Borç Verme,Öğrenim ve Harç Kredisi,7345520.0
expense_detail,2020,8. Yedek Ödenekler,8. Yedek Ödenekler,8763543.0
expense_detail,2020,8. Yedek Ödenekler,Yedek Ödenek,3749149.0
expense_detail,2020,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,694278.0
expense_detail,2020,B. Faiz Giderleri,B. Faiz Giderleri,138940000.0
expense_detail,2020,B. Faiz Giderleri,-Tahvil Faizi,95617147.0
expense_detail,2020,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,27501300.0
expense_detail,2020,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,6865825.0
ministries,2020,Genel Bütçeli İdareler,Cumhurbaşkanlığı,3152937.0
ministries,2020,Genel Bütçeli İdareler,Milli İstihbarat Teşkilatı Başkanlığı,2182381.0
ministries,2020,Genel Bütçeli İdareler,Milli Güvenlik Kurulu Genel Sekreterliği,34787.0
ministries,2020,Genel Bütçeli İdareler,Diyanet İşleri Başkanlığı,11519609.0
ministries,2020,Genel Bütçeli İdareler,Devlet Arşivleri Başkanlığı,101632.0
ministries,2020,Genel Bütçeli İdareler,Milli Saraylar İdaresi Başkanlığı,157398.0
ministries,2020,Genel Bütçeli İdareler,Strateji ve Bütçe Başkanlığı,9073161.0
ministries,2020,Genel Bütçeli İdareler,İletişim Başkanlığı,368136.0
ministries,2020,Genel Bütçeli İdareler,Türkiye Büyük Millet Meclisi,1747789.0
ministries,2020,Genel Bütçeli İdareler,Anayasa Mahkemesi,73607.0
ministries,2020,Genel Bütçeli İdareler,Yargıtay,505290.0
ministries,2020,Genel Bütçeli İdareler,Danıştay,210775.0
ministries,2020,Genel Bütçeli İdareler,Sayıştay,412090.0
ministries,2020,Genel Bütçeli İdareler,Adalet Bakanlığı,19751360.0
ministries,2020,Genel Bütçeli İdareler,Milli Savunma Bakanlığı,53859342.0
ministries,2020,Genel Bütçeli İdareler,İçişleri Bakanlığı,9672218.0
ministries,2020,Genel Bütçeli İdareler,Jandarma Genel Komutanlığı,22968117.0
ministries,2020,Genel Bütçeli İdareler,Emniyet Genel Müdürlüğü,38973189.0
ministries,2020,Genel Bütçeli İdareler,Sahil Güvenlik Komutanlığı,1128824.0
ministries,2020,Genel Bütçeli İdareler,Göç İdaresi Genel Müdürlüğü,2511171.0
ministries,2020,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,1637171.0
ministries,2020,Genel Bütçeli İdareler,Dışişleri Bakanlığı,4631723.0
ministries,2020,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,656672.0
ministries,2020,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,468270853.0
ministries,2020,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,4074536.0
ministries,2020,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,427532.0
ministries,2020,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,125396862.0
ministries,2020,Genel Bütçeli İdareler,Sağlık Bakanlığı,58875829.0
ministries,2020,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,3319102.0
ministries,2020,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,5127247.0
ministries,2020,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,93163.0
ministries,2020,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",125809131.0
ministries,2020,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,7939333.0
ministries,2020,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,2827733.0
ministries,2020,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,1185359.0
ministries,2020,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,17810481.0
ministries,2020,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,40302916.0
ministries,2020,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,452401.0
ministries,2020,Genel Bütçeli İdareler,Ticaret Bakanlığı,5752364.0
ministries,2020,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,29026976.0
balance,2021,Harcamalar,Harcamalar,1346138654.0
balance,2021,Harcamalar,1-Faiz Hariç Harcama,1166596334.0
balance,2021,Harcamalar,Personel Giderleri,326632540.0
balance,2021,Harcamalar,Sosyal Güv.Kur. Devlet Primi,54527460.0
balance,2021,Harcamalar,Mal ve Hizmet Alımları,89066803.0
balance,2021,Harcamalar,Cari Transferler,536013523.0
balance,2021,Harcamalar,Sermaye Giderleri,103733665.0
balance,2021,Harcamalar,Sermaye Transferleri,8781867.0
balance,2021,Harcamalar,Borç Verme,37983566.0
balance,2021,Harcamalar,Yedek Ödenekler,9856910.0
balance,2021,Harcamalar,2-Faiz Harcamaları,179542320.0
balance,2021,Gelirler,Gelirler,1101146028.0
balance,2021,Gelirler,1-Genel Bütçe Gelirleri,1076331620.0
balance,2021,Gelirler,Vergi Gelirleri,922744185.0
balance,2021,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,57865776.0
balance,2021,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,13741313.0
balance,2021,Gelirler,"Faizler, Paylar ve Cezalar",67503896.0
balance,2021,Gelirler,Sermaye Gelirleri,13070707.0
balance,2021,Gelirler,Alacaklardan Tahsilat,1405743.0
balance,2021,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,16546924.0
balance,2021,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,8267484.0
balance,2021,Denge,Bütçe Dengesi,-244992626.0
balance,2021,Denge,Faiz Dışı Denge,-65450306.0
expense_detail,2021,1. Personel Giderleri,1. Personel Giderleri,326632540.0
expense_detail,2021,1. Personel Giderleri,Memurlar,254594617.0
expense_detail,2021,1. Personel Giderleri,İşçiler,24484005.0
expense_detail,2021,1. Personel Giderleri,Sözleşmeli Personel,36221922.0
expense_detail,2021,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,54527460.0
expense_detail,2021,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,89066803.0
expense_detail,2021,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,29323897.0
expense_detail,2021,4. Cari Transferler,4. Cari Transferler,536013523.0
expense_detail,2021,4. Cari Transferler,KİT Görevlendirme Giderleri,2642700.0
expense_detail,2021,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,5453295.0
expense_detail,2021,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,87480949.0
expense_detail,2021,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),38637783.0
expense_detail,2021,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),16608357.0
expense_detail,2021,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),69563685.0
expense_detail,2021,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,22000000.0
expense_detail,2021,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,5750200.0
expense_detail,2021,4. Cari Transferler,g) Sosyal Amaçlı Transferler,26598666.0
expense_detail,2021,4. Cari Transferler,-Büyükşehir Belediyelerine,47628259.0
expense_detail,2021,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,41069063.0
expense_detail,2021,4. Cari Transferler,-Diğer Belediyelere,13684438.0
expense_detail,2021,5. Sermaye Giderleri,5. Sermaye Giderleri,103733665.0
expense_detail,2021,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,75513677.0
expense_detail,2021,6. Sermaye Transferleri,6. Sermaye Transferleri,8781867.0
expense_detail,2021,7. Borç Verme,7. Borç Verme,37983566.0
expense_detail,2021,7. Borç Verme,Öğrenim ve Harç Kredisi,7967000.0
expense_detail,2021,8. Yedek Ödenekler,8. Yedek Ödenekler,9856910.0
expense_detail,2021,8. Yedek Ödenekler,Yedek Ödenek,4122014.0
expense_detail,2021,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,763326.0
expense_detail,2021,B. Faiz Giderleri,B. Faiz Giderleri,179542320.0
expense_detail,2021,B. Faiz Giderleri,-Tahvil Faizi,117570403.0
expense_detail,2021,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,36828683.0
expense_detail,2021,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,9659786.0
ministries,2021,Genel Bütçeli İdareler,Türkiye Büyük Millet Meclisi,1894056.0
ministries,2021,Genel Bütçeli İdareler,Cumhurbaşkanlığı,4039453.0
ministries,2021,Genel Bütçeli İdareler,Anayasa Mahkemesi,86522.0
ministries,2021,Genel Bütçeli İdareler,Yargıtay,1446440.0
ministries,2021,Genel Bütçeli İdareler,Danıştay,235675.0
ministries,2021,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,103209.0
ministries,2021,Genel Bütçeli İdareler,Sayıştay,441550.0
ministries,2021,Genel Bütçeli İdareler,Adalet Bakanlığı,23973052.0
ministries,2021,Genel Bütçeli İdareler,Milli Savunma Bakanlığı,61484939.0
ministries,2021,Genel Bütçeli İdareler,İçişleri Bakanlığı,10665011.0
ministries,2021,Genel Bütçeli İdareler,Dışişleri Bakanlığı,5786984.0
ministries,2021,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,570220929.0
ministries,2021,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,146920234.0
ministries,2021,Genel Bütçeli İdareler,Sağlık Bakanlığı,77615519.0
ministries,2021,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,49133659.0
