source,year,month,main_item,item,amount_thousand_try
balance,2015,1,Harcamalar,Harcamalar,36341779.0
balance,2015,2,Harcamalar,Harcamalar,42510948.0
balance,2015,3,Harcamalar,Harcamalar,39761196.0
balance,2015,4,Harcamalar,Harcamalar,41596599.0
balance,2015,5,Harcamalar,Harcamalar,40113187.0
balance,2015,6,Harcamalar,Harcamalar,36337693.0
balance,2015,7,Harcamalar,Harcamalar,45505905.0
balance,2015,8,Harcamalar,Harcamalar,37545889.0
balance,2015,9,Harcamalar,Harcamalar,47937462.0
balance,2015,10,Harcamalar,Harcamalar,36562457.0
balance,2015,11,Harcamalar,Harcamalar,43008550.0
balance,2015,12,Harcamalar,Harcamalar,59083428.0
balance,2015,1,Harcamalar,1-Faiz Hariç Harcama,31326769.0
balance,2015,2,Harcamalar,1-Faiz Hariç Harcama,35622371.0
balance,2015,3,Harcamalar,1-Faiz Hariç Harcama,33573405.0
balance,2015,4,Harcamalar,1-Faiz Hariç Harcama,35509909.0
balance,2015,5,Harcamalar,1-Faiz Hariç Harcama,36266501.0
balance,2015,6,Harcamalar,1-Faiz Hariç Harcama,34646671.0
balance,2015,7,Harcamalar,1-Faiz Hariç Harcama,40453091.0
balance,2015,8,Harcamalar,1-Faiz Hariç Harcama,33927505.0
balance,2015,9,Harcamalar,1-Faiz Hariç Harcama,41559211.0
balance,2015,10,Harcamalar,1-Faiz Hariç Harcama,33925128.0
balance,2015,11,Harcamalar,1-Faiz Hariç Harcama,39139548.0
balance,2015,12,Harcamalar,1-Faiz Hariç Harcama,57350745.0
balance,2015,1,Harcamalar,Personel Giderleri,12679357.0
balance,2015,2,Harcamalar,Personel Giderleri,9780454.0
balance,2015,3,Harcamalar,Personel Giderleri,9881832.0
balance,2015,4,Harcamalar,Personel Giderleri,10265039.0
balance,2015,5,Harcamalar,Personel Giderleri,10147342.0
balance,2015,6,Harcamalar,Personel Giderleri,10202392.0
balance,2015,7,Harcamalar,Personel Giderleri,10758735.0
balance,2015,8,Harcamalar,Personel Giderleri,9946150.0
balance,2015,9,Harcamalar,Personel Giderleri,11379078.0
balance,2015,10,Harcamalar,Personel Giderleri,10666849.0
balance,2015,11,Harcamalar,Personel Giderleri,10909222.0
balance,2015,12,Harcamalar,Personel Giderleri,8434962.0
balance,2015,1,Harcamalar,Sosyal Güv.Kur. Devlet Primi,2168343.0
balance,2015,2,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1676051.0
balance,2015,3,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1610182.0
balance,2015,4,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1619720.0
balance,2015,5,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1625757.0
balance,2015,6,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1643714.0
balance,2015,7,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1697081.0
balance,2015,8,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1676267.0
balance,2015,9,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1800358.0
balance,2015,10,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1791072.0
balance,2015,11,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1792734.0
balance,2015,12,Harcamalar,Sosyal Güv.Kur. Devlet Primi,1943502.0
balance,2015,1,Harcamalar,Mal ve Hizmet Alımları,1450388.0
balance,2015,2,Harcamalar,Mal ve Hizmet Alımları,2681522.0
balance,2015,3,Harcamalar,Mal ve Hizmet Alımları,3205525.0
balance,2015,4,Harcamalar,Mal ve Hizmet Alımları,3542765.0
balance,2015,5,Harcamalar,Mal ve Hizmet Alımları,3514050.0
balance,2015,6,Harcamalar,Mal ve Hizmet Alımları,3857424.0
balance,2015,7,Harcamalar,Mal ve Hizmet Alımları,4013079.0
balance,2015,8,Harcamalar,Mal ve Hizmet Alımları,3054921.0
balance,2015,9,Harcamalar,Mal ve Hizmet Alımları,3060238.0
balance,2015,10,Harcamalar,Mal ve Hizmet Alımları,3916147.0
balance,2015,11,Harcamalar,Mal ve Hizmet Alımları,4534624.0
balance,2015,12,Harcamalar,Mal ve Hizmet Alımları,8732708.0
balance,2015,1,Harcamalar,Cari Transferler,12717930.0
balance,2015,2,Harcamalar,Cari Transferler,16057020.0
balance,2015,3,Harcamalar,Cari Transferler,12971923.0
balance,2015,4,Harcamalar,Cari Transferler,16061739.0
balance,2015,5,Harcamalar,Cari Transferler,16055475.0
balance,2015,6,Harcamalar,Cari Transferler,13869427.0
balance,2015,7,Harcamalar,Cari Transferler,17135256.0
balance,2015,8,Harcamalar,Cari Transferler,15074638.0
balance,2015,9,Harcamalar,Cari Transferler,18840092.0
balance,2015,10,Harcamalar,Cari Transferler,12076963.0
balance,2015,11,Harcamalar,Cari Transferler,15241023.0
balance,2015,12,Harcamalar,Cari Transferler,16569542.0
balance,2015,1,Harcamalar,Sermaye Giderleri,1784046.0
balance,2015,2,Harcamalar,Sermaye Giderleri,2245604.0
balance,2015,3,Harcamalar,Sermaye Giderleri,3232537.0
balance,2015,4,Harcamalar,Sermaye Giderleri,2828190.0
balance,2015,5,Harcamalar,Sermaye Giderleri,3497833.0
balance,2015,6,Harcamalar,Sermaye Giderleri,3488709.0
balance,2015,7,Harcamalar,Sermaye Giderleri,5432156.0
balance,2015,8,Harcamalar,Sermaye Giderleri,2643079.0
balance,2015,9,Harcamalar,Sermaye Giderleri,4782019.0
balance,2015,10,Harcamalar,Sermaye Giderleri,3966670.0
balance,2015,11,Harcamalar,Sermaye Giderleri,5247863.0
balance,2015,12,Harcamalar,Sermaye Giderleri,18050423.0
balance,2015,1,Harcamalar,Sermaye Transferleri,181817.0
balance,2015,2,Harcamalar,Sermaye Transferleri,1191668.0
balance,2015,3,Harcamalar,Sermaye Transferleri,420265.0
balance,2015,4,Harcamalar,Sermaye Transferleri,400178.0
balance,2015,5,Harcamalar,Sermaye Transferleri,616825.0
balance,2015,6,Harcamalar,Sermaye Transferleri,859054.0
balance,2015,7,Harcamalar,Sermaye Transferleri,613283.0
balance,2015,8,Harcamalar,Sermaye Transferleri,761715.0
balance,2015,9,Harcamalar,Sermaye Transferleri,508534.0
balance,2015,10,Harcamalar,Sermaye Transferleri,950581.0
balance,2015,11,Harcamalar,Sermaye Transferleri,845887.0
balance,2015,12,Harcamalar,Sermaye Transferleri,3088419.0
balance,2015,1,Harcamalar,Borç Verme,344888.0
balance,2015,2,Harcamalar,Borç Verme,1990052.0
balance,2015,3,Harcamalar,Borç Verme,2251141.0
balance,2015,4,Harcamalar,Borç Verme,792278.0
balance,2015,5,Harcamalar,Borç Verme,809219.0
balance,2015,6,Harcamalar,Borç Verme,725951.0
balance,2015,7,Harcamalar,Borç Verme,803501.0
balance,2015,8,Harcamalar,Borç Verme,770735.0
balance,2015,9,Harcamalar,Borç Verme,1188892.0
balance,2015,10,Harcamalar,Borç Verme,556846.0
balance,2015,11,Harcamalar,Borç Verme,568195.0
balance,2015,12,Harcamalar,Borç Verme,531189.0
balance,2015,1,Harcamalar,Yedek Ödenekler,0.0
balance,2015,2,Harcamalar,Yedek Ödenekler,0.0
balance,2015,3,Harcamalar,Yedek Ödenekler,0.0
balance,2015,4,Harcamalar,Yedek Ödenekler,0.0
balance,2015,5,Harcamalar,Yedek Ödenekler,0.0
balance,2015,6,Harcamalar,Yedek Ödenekler,0.0
balance,2015,7,Harcamalar,Yedek Ödenekler,0.0
balance,2015,8,Harcamalar,Yedek Ödenekler,0.0
balance,2015,9,Harcamalar,Yedek Ödenekler,0.0
balance,2015,10,Harcamalar,Yedek Ödenekler,0.0
balance,2015,11,Harcamalar,Yedek Ödenekler,0.0
balance,2015,12,Harcamalar,Yedek Ödenekler,0.0
balance,2015,1,Harcamalar,2-Faiz Harcamaları,5015010.0
balance,2015,2,Harcamalar,2-Faiz Harcamaları,6888577.0
balance,2015,3,Harcamalar,2-Faiz Harcamaları,6187791.0
balance,2015,4,Harcamalar,2-Faiz Harcamaları,6086690.0
balance,2015,5,Harcamalar,2-Faiz Harcamaları,3846686.0
balance,2015,6,Harcamalar,2-Faiz Harcamaları,1691022.0
balance,2015,7,Harcamalar,2-Faiz Harcamaları,5052814.0
balance,2015,8,Harcamalar,2-Faiz Harcamaları,3618384.0
balance,2015,9,Harcamalar,2-Faiz Harcamaları,6378251.0
balance,2015,10,Harcamalar,2-Faiz Harcamaları,2637329.0
balance,2015,11,Harcamalar,2-Faiz Harcamaları,3869002.0
balance,2015,12,Harcamalar,2-Faiz Harcamaları,1732683.0
balance,2015,1,Gelirler,Gelirler,40109175.0
balance,2015,2,Gelirler,Gelirler,40153409.0
balance,2015,3,Gelirler,Gelirler,32918115.0
balance,2015,4,Gelirler,Gelirler,42971237.0
balance,2015,5,Gelirler,Gelirler,41752408.0
balance,2015,6,Gelirler,Gelirler,39560971.0
balance,2015,7,Gelirler,Gelirler,40103012.0
balance,2015,8,Gelirler,Gelirler,42783971.0
balance,2015,9,Gelirler,Gelirler,33836525.0
balance,2015,10,Gelirler,Gelirler,43797107.0
balance,2015,11,Gelirler,Gelirler,43806605.0
balance,2015,12,Gelirler,Gelirler,40987365.0
balance,2015,1,Gelirler,1-Genel Bütçe Gelirleri,38851769.0
balance,2015,2,Gelirler,1-Genel Bütçe Gelirleri,38269780.0
balance,2015,3,Gelirler,1-Genel Bütçe Gelirleri,31567650.0
balance,2015,4,Gelirler,1-Genel Bütçe Gelirleri,41209877.0
balance,2015,5,Gelirler,1-Genel Bütçe Gelirleri,40208333.0
balance,2015,6,Gelirler,1-Genel Bütçe Gelirleri,38078017.0
balance,2015,7,Gelirler,1-Genel Bütçe Gelirleri,38744072.0
balance,2015,8,Gelirler,1-Genel Bütçe Gelirleri,40939022.0
balance,2015,9,Gelirler,1-Genel Bütçe Gelirleri,32558980.0
balance,2015,10,Gelirler,1-Genel Bütçe Gelirleri,42384953.0
balance,2015,11,Gelirler,1-Genel Bütçe Gelirleri,42498635.0
balance,2015,12,Gelirler,1-Genel Bütçe Gelirleri,38876442.0
balance,2015,1,Gelirler,Vergi Gelirleri,34876985.0
balance,2015,2,Gelirler,Vergi Gelirleri,34612692.0
balance,2015,3,Gelirler,Vergi Gelirleri,26796761.0
balance,2015,4,Gelirler,Vergi Gelirleri,31913230.0
balance,2015,5,Gelirler,Vergi Gelirleri,36221021.0
balance,2015,6,Gelirler,Vergi Gelirleri,30249448.0
balance,2015,7,Gelirler,Vergi Gelirleri,35994196.0
balance,2015,8,Gelirler,Vergi Gelirleri,38062898.0
balance,2015,9,Gelirler,Vergi Gelirleri,29542273.0
balance,2015,10,Gelirler,Vergi Gelirleri,35067762.0
balance,2015,11,Gelirler,Vergi Gelirleri,39407801.0
balance,2015,12,Gelirler,Vergi Gelirleri,35073388.0
balance,2015,1,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,871063.0
balance,2015,2,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,529936.0
balance,2015,3,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,606703.0
balance,2015,4,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,6598469.0
balance,2015,5,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,1755993.0
balance,2015,6,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,823327.0
balance,2015,7,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,759884.0
balance,2015,8,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,581560.0
balance,2015,9,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,630615.0
balance,2015,10,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,5276816.0
balance,2015,11,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,611137.0
balance,2015,12,Gelirler,Teşebbüs ve Mülkiyet Gelirleri,616662.0
balance,2015,1,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,417940.0
balance,2015,2,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,299133.0
balance,2015,3,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,171451.0
balance,2015,4,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,420005.0
balance,2015,5,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,97373.0
balance,2015,6,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,121217.0
balance,2015,7,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,70482.0
balance,2015,8,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,55114.0
balance,2015,9,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,161468.0
balance,2015,10,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,67107.0
balance,2015,11,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,170520.0
balance,2015,12,Gelirler,Alınan Bağış ve Yardımlar ile Özel Gelirler,-811161.0
balance,2015,1,Gelirler,"Faizler, Paylar ve Cezalar",2590612.0
balance,2015,2,Gelirler,"Faizler, Paylar ve Cezalar",2683163.0
balance,2015,3,Gelirler,"Faizler, Paylar ve Cezalar",2115607.0
balance,2015,4,Gelirler,"Faizler, Paylar ve Cezalar",2115839.0
balance,2015,5,Gelirler,"Faizler, Paylar ve Cezalar",1949685.0
balance,2015,6,Gelirler,"Faizler, Paylar ve Cezalar",2211654.0
balance,2015,7,Gelirler,"Faizler, Paylar ve Cezalar",1883777.0
balance,2015,8,Gelirler,"Faizler, Paylar ve Cezalar",2101267.0
balance,2015,9,Gelirler,"Faizler, Paylar ve Cezalar",2086637.0
balance,2015,10,Gelirler,"Faizler, Paylar ve Cezalar",1828493.0
balance,2015,11,Gelirler,"Faizler, Paylar ve Cezalar",2114297.0
balance,2015,12,Gelirler,"Faizler, Paylar ve Cezalar",2878552.0
balance,2015,1,Gelirler,Sermaye Gelirleri,95169.0
balance,2015,2,Gelirler,Sermaye Gelirleri,133228.0
balance,2015,3,Gelirler,Sermaye Gelirleri,1758632.0
balance,2015,4,Gelirler,Sermaye Gelirleri,141220.0
balance,2015,5,Gelirler,Sermaye Gelirleri,142376.0
balance,2015,6,Gelirler,Sermaye Gelirleri,4650439.0
balance,2015,7,Gelirler,Sermaye Gelirleri,17789.0
balance,2015,8,Gelirler,Sermaye Gelirleri,137596.0
balance,2015,9,Gelirler,Sermaye Gelirleri,119031.0
balance,2015,10,Gelirler,Sermaye Gelirleri,132381.0
balance,2015,11,Gelirler,Sermaye Gelirleri,105558.0
balance,2015,12,Gelirler,Sermaye Gelirleri,499611.0
balance,2015,1,Gelirler,Alacaklardan Tahsilat,0.0
balance,2015,2,Gelirler,Alacaklardan Tahsilat,11628.0
balance,2015,3,Gelirler,Alacaklardan Tahsilat,118496.0
balance,2015,4,Gelirler,Alacaklardan Tahsilat,21114.0
balance,2015,5,Gelirler,Alacaklardan Tahsilat,41885.0
balance,2015,6,Gelirler,Alacaklardan Tahsilat,21932.0
balance,2015,7,Gelirler,Alacaklardan Tahsilat,17944.0
balance,2015,8,Gelirler,Alacaklardan Tahsilat,587.0
balance,2015,9,Gelirler,Alacaklardan Tahsilat,18956.0
balance,2015,10,Gelirler,Alacaklardan Tahsilat,12394.0
balance,2015,11,Gelirler,Alacaklardan Tahsilat,89322.0
balance,2015,12,Gelirler,Alacaklardan Tahsilat,619390.0
balance,2015,1,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,797763.0
balance,2015,2,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,800772.0
balance,2015,3,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1157026.0
balance,2015,4,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1376715.0
balance,2015,5,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1384725.0
balance,2015,6,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1190746.0
balance,2015,7,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1204646.0
balance,2015,8,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1695142.0
balance,2015,9,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1147183.0
balance,2015,10,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1267411.0
balance,2015,11,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1121878.0
balance,2015,12,Gelirler,2-Özel Bütçeli İdarelerin Öz Gelirleri,1939312.0
balance,2015,1,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,459643.0
balance,2015,2,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,1082857.0
balance,2015,3,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,193439.0
balance,2015,4,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,384645.0
balance,2015,5,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,159350.0
balance,2015,6,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,292208.0
balance,2015,7,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,154294.0
balance,2015,8,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,149807.0
balance,2015,9,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,130362.0
balance,2015,10,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,144743.0
balance,2015,11,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,186092.0
balance,2015,12,Gelirler,3-Düzen. ve Denet. Kurumların Gelirleri,171611.0
balance,2015,1,Denge,Bütçe Dengesi,3767396.0
balance,2015,2,Denge,Bütçe Dengesi,-2357539.0
balance,2015,3,Denge,Bütçe Dengesi,-6843081.0
balance,2015,4,Denge,Bütçe Dengesi,1374638.0
balance,2015,5,Denge,Bütçe Dengesi,1639221.0
balance,2015,6,Denge,Bütçe Dengesi,3223278.0
balance,2015,7,Denge,Bütçe Dengesi,-5402893.0
balance,2015,8,Denge,Bütçe Dengesi,5238082.0
balance,2015,9,Denge,Bütçe Dengesi,-14100937.0
balance,2015,10,Denge,Bütçe Dengesi,7234650.0
balance,2015,11,Denge,Bütçe Dengesi,798055.0
balance,2015,12,Denge,Bütçe Dengesi,-18096063.0
balance,2015,1,Denge,Faiz Dışı Denge,8782406.0
balance,2015,2,Denge,Faiz Dışı Denge,4531038.0
balance,2015,3,Denge,Faiz Dışı Denge,-655290.0
balance,2015,4,Denge,Faiz Dışı Denge,7461328.0
balance,2015,5,Denge,Faiz Dışı Denge,5485907.0
balance,2015,6,Denge,Faiz Dışı Denge,4914300.0
balance,2015,7,Denge,Faiz Dışı Denge,-350079.0
balance,2015,8,Denge,Faiz Dışı Denge,8856466.0
balance,2015,9,Denge,Faiz Dışı Denge,-7722686.0
balance,2015,10,Denge,Faiz Dışı Denge,9871979.0
balance,2015,11,Denge,Faiz Dışı Denge,4667057.0
balance,2015,12,Denge,Faiz Dışı Denge,-16363380.0
expense_detail,2015,1,1. Personel Giderleri,1. Personel Giderleri,12679357.0
expense_detail,2015,2,1. Personel Giderleri,1. Personel Giderleri,9780454.0
expense_detail,2015,3,1. Personel Giderleri,1. Personel Giderleri,9881832.0
expense_detail,2015,4,1. Personel Giderleri,1. Personel Giderleri,10265039.0
expense_detail,2015,5,1. Personel Giderleri,1. Personel Giderleri,10147342.0
expense_detail,2015,6,1. Personel Giderleri,1. Personel Giderleri,10202392.0
expense_detail,2015,7,1. Personel Giderleri,1. Personel Giderleri,10758735.0
expense_detail,2015,8,1. Personel Giderleri,1. Personel Giderleri,9946150.0
expense_detail,2015,9,1. Personel Giderleri,1. Personel Giderleri,11379078.0
expense_detail,2015,10,1. Personel Giderleri,1. Personel Giderleri,10666849.0
expense_detail,2015,11,1. Personel Giderleri,1. Personel Giderleri,10909222.0
expense_detail,2015,12,1. Personel Giderleri,1. Personel Giderleri,8434962.0
expense_detail,2015,1,1. Personel Giderleri,Memurlar,11726599.0
expense_detail,2015,2,1. Personel Giderleri,Memurlar,8767038.0
expense_detail,2015,3,1. Personel Giderleri,Memurlar,8776186.0
expense_detail,2015,4,1. Personel Giderleri,Memurlar,8987994.0
expense_detail,2015,5,1. Personel Giderleri,Memurlar,8923256.0
expense_detail,2015,6,1. Personel Giderleri,Memurlar,8877998.0
expense_detail,2015,7,1. Personel Giderleri,Memurlar,9491512.0
expense_detail,2015,8,1. Personel Giderleri,Memurlar,8811865.0
expense_detail,2015,9,1. Personel Giderleri,Memurlar,9951765.0
expense_detail,2015,10,1. Personel Giderleri,Memurlar,9481446.0
expense_detail,2015,11,1. Personel Giderleri,Memurlar,9678985.0
expense_detail,2015,12,1. Personel Giderleri,Memurlar,6619037.0
expense_detail,2015,1,1. Personel Giderleri,İşçiler,340217.0
expense_detail,2015,2,1. Personel Giderleri,İşçiler,458563.0
expense_detail,2015,3,1. Personel Giderleri,İşçiler,466105.0
expense_detail,2015,4,1. Personel Giderleri,İşçiler,475517.0
expense_detail,2015,5,1. Personel Giderleri,İşçiler,529095.0
expense_detail,2015,6,1. Personel Giderleri,İşçiler,573262.0
expense_detail,2015,7,1. Personel Giderleri,İşçiler,586178.0
expense_detail,2015,8,1. Personel Giderleri,İşçiler,495550.0
expense_detail,2015,9,1. Personel Giderleri,İşçiler,853651.0
expense_detail,2015,10,1. Personel Giderleri,İşçiler,524128.0
expense_detail,2015,11,1. Personel Giderleri,İşçiler,502351.0
expense_detail,2015,12,1. Personel Giderleri,İşçiler,874805.0
expense_detail,2015,1,1. Personel Giderleri,Sözleşmeli Personel,274885.0
expense_detail,2015,2,1. Personel Giderleri,Sözleşmeli Personel,222891.0
expense_detail,2015,3,1. Personel Giderleri,Sözleşmeli Personel,217509.0
expense_detail,2015,4,1. Personel Giderleri,Sözleşmeli Personel,262754.0
expense_detail,2015,5,1. Personel Giderleri,Sözleşmeli Personel,238342.0
expense_detail,2015,6,1. Personel Giderleri,Sözleşmeli Personel,274914.0
expense_detail,2015,7,1. Personel Giderleri,Sözleşmeli Personel,310835.0
expense_detail,2015,8,1. Personel Giderleri,Sözleşmeli Personel,286588.0
expense_detail,2015,9,1. Personel Giderleri,Sözleşmeli Personel,281924.0
expense_detail,2015,10,1. Personel Giderleri,Sözleşmeli Personel,318352.0
expense_detail,2015,11,1. Personel Giderleri,Sözleşmeli Personel,298588.0
expense_detail,2015,12,1. Personel Giderleri,Sözleşmeli Personel,298476.0
expense_detail,2015,1,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2168343.0
expense_detail,2015,2,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1676051.0
expense_detail,2015,3,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1610182.0
expense_detail,2015,4,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1619720.0
expense_detail,2015,5,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1625757.0
expense_detail,2015,6,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1643714.0
expense_detail,2015,7,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1697081.0
expense_detail,2015,8,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1676267.0
expense_detail,2015,9,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1800358.0
expense_detail,2015,10,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1791072.0
expense_detail,2015,11,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1792734.0
expense_detail,2015,12,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,2. Sosyal Güvenlik Kurumlarına Devlet Primi Giderleri,1943502.0
expense_detail,2015,1,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,1450388.0
expense_detail,2015,2,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,2681522.0
expense_detail,2015,3,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3205525.0
expense_detail,2015,4,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3542765.0
expense_detail,2015,5,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3514050.0
expense_detail,2015,6,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3857424.0
expense_detail,2015,7,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,4013079.0
expense_detail,2015,8,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3054921.0
expense_detail,2015,9,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3060238.0
expense_detail,2015,10,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,3916147.0
expense_detail,2015,11,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,4534624.0
expense_detail,2015,12,3. Mal ve Hizmet Alım Giderleri,3. Mal ve Hizmet Alım Giderleri,8732708.0
expense_detail,2015,1,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,234319.0
expense_detail,2015,2,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,482982.0
expense_detail,2015,3,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,835091.0
expense_detail,2015,4,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,917593.0
expense_detail,2015,5,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,841396.0
expense_detail,2015,6,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1115044.0
expense_detail,2015,7,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1259860.0
expense_detail,2015,8,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,875591.0
expense_detail,2015,9,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,723834.0
expense_detail,2015,10,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1231518.0
expense_detail,2015,11,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1262102.0
expense_detail,2015,12,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,2913019.0
expense_detail,2015,1,4. Cari Transferler,4. Cari Transferler,12717930.0
expense_detail,2015,2,4. Cari Transferler,4. Cari Transferler,16057020.0
expense_detail,2015,3,4. Cari Transferler,4. Cari Transferler,12971923.0
expense_detail,2015,4,4. Cari Transferler,4. Cari Transferler,16061739.0
expense_detail,2015,5,4. Cari Transferler,4. Cari Transferler,16055475.0
expense_detail,2015,6,4. Cari Transferler,4. Cari Transferler,13869427.0
expense_detail,2015,7,4. Cari Transferler,4. Cari Transferler,17135256.0
expense_detail,2015,8,4. Cari Transferler,4. Cari Transferler,15074638.0
expense_detail,2015,9,4. Cari Transferler,4. Cari Transferler,18840092.0
expense_detail,2015,10,4. Cari Transferler,4. Cari Transferler,12076963.0
expense_detail,2015,11,4. Cari Transferler,4. Cari Transferler,15241023.0
