source,year,month,main_item,item,amount_thousand_try
expense_detail,2018,9,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1580684.0
expense_detail,2018,10,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,1836606.0
expense_detail,2018,11,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,3053754.0
expense_detail,2018,12,3. Mal ve Hizmet Alım Giderleri,a) Savunma-Güvenlik,4197709.0
expense_detail,2018,1,4. Cari Transferler,4. Cari Transferler,19170154.0
expense_detail,2018,2,4. Cari Transferler,4. Cari Transferler,27275736.0
expense_detail,2018,3,4. Cari Transferler,4. Cari Transferler,27892326.0
expense_detail,2018,4,4. Cari Transferler,4. Cari Transferler,28088346.0
expense_detail,2018,5,4. Cari Transferler,4. Cari Transferler,22274188.0
expense_detail,2018,6,4. Cari Transferler,4. Cari Transferler,39988573.0
expense_detail,2018,7,4. Cari Transferler,4. Cari Transferler,19099433.0
expense_detail,2018,8,4. Cari Transferler,4. Cari Transferler,34730898.0
expense_detail,2018,9,4. Cari Transferler,4. Cari Transferler,24062872.0
expense_detail,2018,10,4. Cari Transferler,4. Cari Transferler,25361043.0
expense_detail,2018,11,4. Cari Transferler,4. Cari Transferler,25605502.0
expense_detail,2018,12,4. Cari Transferler,4. Cari Transferler,29329798.0
expense_detail,2018,1,4. Cari Transferler,KİT Görevlendirme Giderleri,0.0
expense_detail,2018,2,4. Cari Transferler,KİT Görevlendirme Giderleri,31408.0
expense_detail,2018,3,4. Cari Transferler,KİT Görevlendirme Giderleri,250000.0
expense_detail,2018,4,4. Cari Transferler,KİT Görevlendirme Giderleri,150203.0
expense_detail,2018,5,4. Cari Transferler,KİT Görevlendirme Giderleri,130030.0
expense_detail,2018,6,4. Cari Transferler,KİT Görevlendirme Giderleri,140000.0
expense_detail,2018,7,4. Cari Transferler,KİT Görevlendirme Giderleri,430000.0
expense_detail,2018,8,4. Cari Transferler,KİT Görevlendirme Giderleri,120000.0
expense_detail,2018,9,4. Cari Transferler,KİT Görevlendirme Giderleri,501794.0
expense_detail,2018,10,4. Cari Transferler,KİT Görevlendirme Giderleri,0.0
expense_detail,2018,11,4. Cari Transferler,KİT Görevlendirme Giderleri,0.0
expense_detail,2018,12,4. Cari Transferler,KİT Görevlendirme Giderleri,454158.0
expense_detail,2018,1,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,213314.0
expense_detail,2018,2,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,164796.0
expense_detail,2018,3,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,155178.0
expense_detail,2018,4,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,165805.0
expense_detail,2018,5,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,180794.0
expense_detail,2018,6,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,197272.0
expense_detail,2018,7,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,128592.0
expense_detail,2018,8,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,182841.0
expense_detail,2018,9,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,187268.0
expense_detail,2018,10,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,199157.0
expense_detail,2018,11,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,327675.0
expense_detail,2018,12,4. Cari Transferler,Ziraat Bankası-Tarımsal Üreticilere Kredi Faiz Desteği,216455.0
expense_detail,2018,1,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4519396.0
expense_detail,2018,2,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,3842489.0
expense_detail,2018,3,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4002214.0
expense_detail,2018,4,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,3706786.0
expense_detail,2018,5,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4378782.0
expense_detail,2018,6,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4839034.0
expense_detail,2018,7,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4790814.0
expense_detail,2018,8,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4027910.0
expense_detail,2018,9,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4948084.0
expense_detail,2018,10,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4931631.0
expense_detail,2018,11,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,8623450.0
expense_detail,2018,12,4. Cari Transferler,-Devlet Sosyal Güvenlik Katkısı,4949608.0
expense_detail,2018,1,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),189445.0
expense_detail,2018,2,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),793970.0
expense_detail,2018,3,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),598132.0
expense_detail,2018,4,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),870171.0
expense_detail,2018,5,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),1761014.0
expense_detail,2018,6,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),12127373.0
expense_detail,2018,7,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),0.0
expense_detail,2018,8,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),11516547.0
expense_detail,2018,9,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),1101589.0
expense_detail,2018,10,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),892045.0
expense_detail,2018,11,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),883534.0
expense_detail,2018,12,4. Cari Transferler,-Faturalı Ödemeler (Görev Zararı),734045.0
expense_detail,2018,1,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),572337.0
expense_detail,2018,2,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),808548.0
expense_detail,2018,3,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),790874.0
expense_detail,2018,4,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),791289.0
expense_detail,2018,5,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),843445.0
expense_detail,2018,6,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),801939.0
expense_detail,2018,7,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),802035.0
expense_detail,2018,8,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),925634.0
expense_detail,2018,9,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),879175.0
expense_detail,2018,10,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),875055.0
expense_detail,2018,11,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),932781.0
expense_detail,2018,12,4. Cari Transferler,-Emeklilere Ek Ödemeler (Görev Zararı),891012.0
expense_detail,2018,1,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,2,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),2932000.0
expense_detail,2018,3,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),1850000.0
expense_detail,2018,4,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),3875000.0
expense_detail,2018,5,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,6,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),2850000.0
expense_detail,2018,7,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,8,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),3840508.0
expense_detail,2018,9,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,10,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),2350001.0
expense_detail,2018,11,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,12,4. Cari Transferler,-Sosyal Güvenlik Açık Finansmanı (Hazine Yardımı),0.0
expense_detail,2018,1,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,1158793.0
expense_detail,2018,2,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,2830555.0
expense_detail,2018,3,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,3074505.0
expense_detail,2018,4,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,1481571.0
expense_detail,2018,5,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,1410789.0
expense_detail,2018,6,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,628566.0
expense_detail,2018,7,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,156.0
expense_detail,2018,8,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,178614.0
expense_detail,2018,9,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,45091.0
expense_detail,2018,10,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,1111055.0
expense_detail,2018,11,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,633974.0
expense_detail,2018,12,4. Cari Transferler,e) Tarımsal Destekleme Ödemeleri,1998784.0
expense_detail,2018,1,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,304882.0
expense_detail,2018,2,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,319258.0
expense_detail,2018,3,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,283262.0
expense_detail,2018,4,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,310389.0
expense_detail,2018,5,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,313175.0
expense_detail,2018,6,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,300857.0
expense_detail,2018,7,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,286257.0
expense_detail,2018,8,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,297320.0
expense_detail,2018,9,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,294406.0
expense_detail,2018,10,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,267846.0
expense_detail,2018,11,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,290845.0
expense_detail,2018,12,4. Cari Transferler,Bireysel Emeklilik Devlet Katkısı,284626.0
expense_detail,2018,1,4. Cari Transferler,g) Sosyal Amaçlı Transferler,457209.0
expense_detail,2018,2,4. Cari Transferler,g) Sosyal Amaçlı Transferler,474843.0
expense_detail,2018,3,4. Cari Transferler,g) Sosyal Amaçlı Transferler,2104981.0
expense_detail,2018,4,4. Cari Transferler,g) Sosyal Amaçlı Transferler,629148.0
expense_detail,2018,5,4. Cari Transferler,g) Sosyal Amaçlı Transferler,613396.0
expense_detail,2018,6,4. Cari Transferler,g) Sosyal Amaçlı Transferler,2449777.0
expense_detail,2018,7,4. Cari Transferler,g) Sosyal Amaçlı Transferler,646093.0
expense_detail,2018,8,4. Cari Transferler,g) Sosyal Amaçlı Transferler,689752.0
expense_detail,2018,9,4. Cari Transferler,g) Sosyal Amaçlı Transferler,1522932.0
expense_detail,2018,10,4. Cari Transferler,g) Sosyal Amaçlı Transferler,1382458.0
expense_detail,2018,11,4. Cari Transferler,g) Sosyal Amaçlı Transferler,1388019.0
expense_detail,2018,12,4. Cari Transferler,g) Sosyal Amaçlı Transferler,1425379.0
expense_detail,2018,1,4. Cari Transferler,-Büyükşehir Belediyelerine,2334515.0
expense_detail,2018,2,4. Cari Transferler,-Büyükşehir Belediyelerine,2627669.0
expense_detail,2018,3,4. Cari Transferler,-Büyükşehir Belediyelerine,2724166.0
expense_detail,2018,4,4. Cari Transferler,-Büyükşehir Belediyelerine,2065199.0
expense_detail,2018,5,4. Cari Transferler,-Büyükşehir Belediyelerine,2221961.0
expense_detail,2018,6,4. Cari Transferler,-Büyükşehir Belediyelerine,3192203.0
expense_detail,2018,7,4. Cari Transferler,-Büyükşehir Belediyelerine,2131939.0
expense_detail,2018,8,4. Cari Transferler,-Büyükşehir Belediyelerine,2755912.0
expense_detail,2018,9,4. Cari Transferler,-Büyükşehir Belediyelerine,3148429.0
expense_detail,2018,10,4. Cari Transferler,-Büyükşehir Belediyelerine,2571487.0
expense_detail,2018,11,4. Cari Transferler,-Büyükşehir Belediyelerine,2547370.0
expense_detail,2018,12,4. Cari Transferler,-Büyükşehir Belediyelerine,3639080.0
expense_detail,2018,1,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2104491.0
expense_detail,2018,2,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2339802.0
expense_detail,2018,3,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2365120.0
expense_detail,2018,4,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,1856236.0
expense_detail,2018,5,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2027139.0
expense_detail,2018,6,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2754047.0
expense_detail,2018,7,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,1923454.0
expense_detail,2018,8,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2445912.0
expense_detail,2018,9,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2742014.0
expense_detail,2018,10,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2215631.0
expense_detail,2018,11,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,2182579.0
expense_detail,2018,12,4. Cari Transferler,-Büyükşehir İlçe Belediyelerine,3085470.0
expense_detail,2018,1,4. Cari Transferler,-Diğer Belediyelere,701497.0
expense_detail,2018,2,4. Cari Transferler,-Diğer Belediyelere,779934.0
expense_detail,2018,3,4. Cari Transferler,-Diğer Belediyelere,788373.0
expense_detail,2018,4,4. Cari Transferler,-Diğer Belediyelere,618745.0
expense_detail,2018,5,4. Cari Transferler,-Diğer Belediyelere,675713.0
expense_detail,2018,6,4. Cari Transferler,-Diğer Belediyelere,918016.0
expense_detail,2018,7,4. Cari Transferler,-Diğer Belediyelere,641151.0
expense_detail,2018,8,4. Cari Transferler,-Diğer Belediyelere,815304.0
expense_detail,2018,9,4. Cari Transferler,-Diğer Belediyelere,914005.0
expense_detail,2018,10,4. Cari Transferler,-Diğer Belediyelere,738544.0
expense_detail,2018,11,4. Cari Transferler,-Diğer Belediyelere,727526.0
expense_detail,2018,12,4. Cari Transferler,-Diğer Belediyelere,1028490.0
expense_detail,2018,1,5. Sermaye Giderleri,5. Sermaye Giderleri,5001926.0
expense_detail,2018,2,5. Sermaye Giderleri,5. Sermaye Giderleri,4112920.0
expense_detail,2018,3,5. Sermaye Giderleri,5. Sermaye Giderleri,4681666.0
expense_detail,2018,4,5. Sermaye Giderleri,5. Sermaye Giderleri,8064515.0
expense_detail,2018,5,5. Sermaye Giderleri,5. Sermaye Giderleri,8270413.0
expense_detail,2018,6,5. Sermaye Giderleri,5. Sermaye Giderleri,5467927.0
expense_detail,2018,7,5. Sermaye Giderleri,5. Sermaye Giderleri,5001569.0
expense_detail,2018,8,5. Sermaye Giderleri,5. Sermaye Giderleri,6919934.0
expense_detail,2018,9,5. Sermaye Giderleri,5. Sermaye Giderleri,4677820.0
expense_detail,2018,10,5. Sermaye Giderleri,5. Sermaye Giderleri,8609150.0
expense_detail,2018,11,5. Sermaye Giderleri,5. Sermaye Giderleri,7669028.0
expense_detail,2018,12,5. Sermaye Giderleri,5. Sermaye Giderleri,19846683.0
expense_detail,2018,1,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,3940029.0
expense_detail,2018,2,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,3140646.0
expense_detail,2018,3,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,2902594.0
expense_detail,2018,4,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,6298146.0
expense_detail,2018,5,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,6298311.0
expense_detail,2018,6,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,4038041.0
expense_detail,2018,7,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,3653956.0
expense_detail,2018,8,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,5450885.0
expense_detail,2018,9,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,2797091.0
expense_detail,2018,10,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,6558106.0
expense_detail,2018,11,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,5154766.0
expense_detail,2018,12,5. Sermaye Giderleri,Gayrimenkul Sermaye Üretim Giderleri,12917015.0
expense_detail,2018,1,6. Sermaye Transferleri,6. Sermaye Transferleri,587712.0
expense_detail,2018,2,6. Sermaye Transferleri,6. Sermaye Transferleri,978559.0
expense_detail,2018,3,6. Sermaye Transferleri,6. Sermaye Transferleri,1683483.0
expense_detail,2018,4,6. Sermaye Transferleri,6. Sermaye Transferleri,1762081.0
expense_detail,2018,5,6. Sermaye Transferleri,6. Sermaye Transferleri,2024342.0
expense_detail,2018,6,6. Sermaye Transferleri,6. Sermaye Transferleri,1030814.0
expense_detail,2018,7,6. Sermaye Transferleri,6. Sermaye Transferleri,580130.0
expense_detail,2018,8,6. Sermaye Transferleri,6. Sermaye Transferleri,1041609.0
expense_detail,2018,9,6. Sermaye Transferleri,6. Sermaye Transferleri,1046387.0
expense_detail,2018,10,6. Sermaye Transferleri,6. Sermaye Transferleri,1352538.0
expense_detail,2018,11,6. Sermaye Transferleri,6. Sermaye Transferleri,1685621.0
expense_detail,2018,12,6. Sermaye Transferleri,6. Sermaye Transferleri,2972257.0
expense_detail,2018,1,7. Borç Verme,7. Borç Verme,1517604.0
expense_detail,2018,2,7. Borç Verme,7. Borç Verme,1309421.0
expense_detail,2018,3,7. Borç Verme,7. Borç Verme,1630285.0
expense_detail,2018,4,7. Borç Verme,7. Borç Verme,2017032.0
expense_detail,2018,5,7. Borç Verme,7. Borç Verme,1570060.0
expense_detail,2018,6,7. Borç Verme,7. Borç Verme,3813312.0
expense_detail,2018,7,7. Borç Verme,7. Borç Verme,1182968.0
expense_detail,2018,8,7. Borç Verme,7. Borç Verme,1221856.0
expense_detail,2018,9,7. Borç Verme,7. Borç Verme,1246727.0
expense_detail,2018,10,7. Borç Verme,7. Borç Verme,1530776.0
expense_detail,2018,11,7. Borç Verme,7. Borç Verme,2415886.0
expense_detail,2018,12,7. Borç Verme,7. Borç Verme,2215994.0
expense_detail,2018,1,7. Borç Verme,Öğrenim ve Harç Kredisi,584003.0
expense_detail,2018,2,7. Borç Verme,Öğrenim ve Harç Kredisi,584011.0
expense_detail,2018,3,7. Borç Verme,Öğrenim ve Harç Kredisi,580180.0
expense_detail,2018,4,7. Borç Verme,Öğrenim ve Harç Kredisi,586996.0
expense_detail,2018,5,7. Borç Verme,Öğrenim ve Harç Kredisi,585301.0
expense_detail,2018,6,7. Borç Verme,Öğrenim ve Harç Kredisi,571263.0
expense_detail,2018,7,7. Borç Verme,Öğrenim ve Harç Kredisi,383389.0
expense_detail,2018,8,7. Borç Verme,Öğrenim ve Harç Kredisi,383071.0
expense_detail,2018,9,7. Borç Verme,Öğrenim ve Harç Kredisi,382427.0
expense_detail,2018,10,7. Borç Verme,Öğrenim ve Harç Kredisi,402044.0
expense_detail,2018,11,7. Borç Verme,Öğrenim ve Harç Kredisi,731157.0
expense_detail,2018,12,7. Borç Verme,Öğrenim ve Harç Kredisi,599953.0
expense_detail,2018,1,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,2,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,3,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,4,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,5,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,6,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,7,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,8,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,9,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,10,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,11,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,12,8. Yedek Ödenekler,8. Yedek Ödenekler,0.0
expense_detail,2018,1,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,2,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,3,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,4,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,5,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,6,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,7,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,8,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,9,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,10,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,11,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,12,8. Yedek Ödenekler,Yedek Ödenek,0.0
expense_detail,2018,1,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,2,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,3,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,4,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,5,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,6,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,7,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,8,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,9,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,10,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,11,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,12,8. Yedek Ödenekler,Yatırımları Hızlandırma Ödeneği,0.0
expense_detail,2018,1,B. Faiz Giderleri,B. Faiz Giderleri,6026978.0
expense_detail,2018,2,B. Faiz Giderleri,B. Faiz Giderleri,6662278.0
expense_detail,2018,3,B. Faiz Giderleri,B. Faiz Giderleri,9588043.0
expense_detail,2018,4,B. Faiz Giderleri,B. Faiz Giderleri,3107552.0
expense_detail,2018,5,B. Faiz Giderleri,B. Faiz Giderleri,6032551.0
expense_detail,2018,6,B. Faiz Giderleri,B. Faiz Giderleri,2389992.0
expense_detail,2018,7,B. Faiz Giderleri,B. Faiz Giderleri,8143037.0
expense_detail,2018,8,B. Faiz Giderleri,B. Faiz Giderleri,8252729.0
expense_detail,2018,9,B. Faiz Giderleri,B. Faiz Giderleri,10215631.0
expense_detail,2018,10,B. Faiz Giderleri,B. Faiz Giderleri,4225898.0
expense_detail,2018,11,B. Faiz Giderleri,B. Faiz Giderleri,7235467.0
expense_detail,2018,12,B. Faiz Giderleri,B. Faiz Giderleri,2081056.0
expense_detail,2018,1,B. Faiz Giderleri,-Tahvil Faizi,4634380.0
expense_detail,2018,2,B. Faiz Giderleri,-Tahvil Faizi,5348890.0
expense_detail,2018,3,B. Faiz Giderleri,-Tahvil Faizi,5937683.0
expense_detail,2018,4,B. Faiz Giderleri,-Tahvil Faizi,2100305.0
expense_detail,2018,5,B. Faiz Giderleri,-Tahvil Faizi,3791094.0
expense_detail,2018,6,B. Faiz Giderleri,-Tahvil Faizi,1139756.0
expense_detail,2018,7,B. Faiz Giderleri,-Tahvil Faizi,5376902.0
expense_detail,2018,8,B. Faiz Giderleri,-Tahvil Faizi,5267982.0
expense_detail,2018,9,B. Faiz Giderleri,-Tahvil Faizi,6711215.0
expense_detail,2018,10,B. Faiz Giderleri,-Tahvil Faizi,2151949.0
expense_detail,2018,11,B. Faiz Giderleri,-Tahvil Faizi,4709287.0
expense_detail,2018,12,B. Faiz Giderleri,-Tahvil Faizi,1741352.0
expense_detail,2018,1,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,1249800.0
expense_detail,2018,2,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,858757.0
expense_detail,2018,3,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,3238623.0
expense_detail,2018,4,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,950365.0
expense_detail,2018,5,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,1752884.0
expense_detail,2018,6,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,350457.0
expense_detail,2018,7,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,1560601.0
expense_detail,2018,8,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,2146301.0
expense_detail,2018,9,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,3440282.0
expense_detail,2018,10,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,1555890.0
expense_detail,2018,11,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,2117090.0
expense_detail,2018,12,B. Faiz Giderleri,b) Dış Borç Faiz Ödemeleri,197722.0
expense_detail,2018,1,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,42689.0
expense_detail,2018,2,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,276466.0
expense_detail,2018,3,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,383430.0
expense_detail,2018,4,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,11702.0
expense_detail,2018,5,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,264010.0
expense_detail,2018,6,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,28075.0
expense_detail,2018,7,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,42712.0
expense_detail,2018,8,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,294883.0
expense_detail,2018,9,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,64134.0
expense_detail,2018,10,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,380806.0
expense_detail,2018,11,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,300626.0
expense_detail,2018,12,B. Faiz Giderleri,e) Kira Sertifikası Giderleri,35794.0
ministries,2018,1,Genel Bütçeli İdareler,Cumhurbaşkanlığı,27709.0
ministries,2018,2,Genel Bütçeli İdareler,Cumhurbaşkanlığı,39270.0
ministries,2018,3,Genel Bütçeli İdareler,Cumhurbaşkanlığı,34032.0
ministries,2018,4,Genel Bütçeli İdareler,Cumhurbaşkanlığı,42069.0
ministries,2018,5,Genel Bütçeli İdareler,Cumhurbaşkanlığı,55597.0
